user_id,user_type,session_count,avg_session_duration,streak_length,preferred_time_of_day,content_engagement_rate,notification_response_rate,days_since_signup,total_sessions,last_login_days_ago,content_completion_rate,goal_progress_percentage,churn
user_0021,active,27,11.407051696849589,18,1,0.7699648137551793,0.6793696571944989,198,62,0,0.7045188409038802,77.2862800314202,0
user_0022,active,22,15.795594788566575,11,2,0.8301645123051201,0.7273234413341887,51,67,1,0.9432526386881114,73.75842036333661,0
user_0023,active,25,13.212732386125143,25,1,0.8257861767106977,0.7675696238652399,346,72,2,0.8430010498022957,86.89939050072081,1
user_0024,active,26,19.285503012234972,18,0,0.9092229077931906,0.7990875095589656,66,49,0,0.8070460370793285,93.83291866652843,0
user_0025,active,15,8.90415507207354,25,2,0.6939661999115548,0.6941119497105263,47,39,1,0.9340386935401952,84.36104288362405,0
user_0026,active,22,10.507024611384322,19,1,0.7255263734536573,0.6016654596278955,302,61,0,0.7341553328605072,84.81188489185415,0
user_0027,active,24,17.712333865742163,7,1,0.9034753115030363,0.8652962210225885,342,59,0,0.7485684883780105,62.482932094997466,0
user_0028,active,28,18.680064101810796,27,2,0.7314540334239804,0.5375927759363476,244,49,2,0.8163995045331149,78.99256221476519,0
user_0029,active,24,18.324855419740103,21,1,0.8879101962308804,0.6440762565645052,130,56,0,0.7678857289549355,93.78381406367694,0
user_0030,active,20,8.620180654023292,24,1,0.7892222925635373,0.7549719605992826,337,35,0,0.9423842167785397,85.01082864629832,1
user_0031,active,22,11.24998701514489,27,1,0.6088727601954101,0.8850593658711701,308,30,0,0.7145483988771109,92.03248046692681,0
user_0032,active,28,9.126479480975501,29,0,0.6979768639310799,0.8819461122652776,221,32,1,0.8825098291404546,61.67006446920771,0
user_0033,active,17,17.094153325572428,29,0,0.6406254241774206,0.5184010568087011,123,62,1,0.8759144648450059,76.59608401805639,1
user_0034,active,19,13.681661249366789,5,1,0.7518480772332905,0.6594018937589494,39,23,1,0.7652234058354285,60.53565891016347,0
user_0035,active,15,14.47252938080075,17,2,0.9304880589938085,0.8468795734220016,189,41,1,0.8433417604179833,64.49751236318686,0
user_0036,active,25,19.297577705318304,7,0,0.9364166973383699,0.8621402567824255,73,53,0,0.7536472799270935,73.20406791297916,1
user_0037,active,16,16.19608128099628,21,1,0.7116414706028165,0.8379501243877818,119,49,2,0.77046369369335,64.13576896675796,0
user_0038,active,27,19.239777822268486,28,0,0.881218325634697,0.6128138290285225,221,61,0,0.88291193882491,64.4691405297863,0
user_0039,active,22,18.405399286516666,9,0,0.837945672965086,0.7959635041789499,315,38,0,0.8263130931119642,88.92601131377096,0
user_0040,active,25,9.199818645942361,8,0,0.9168836917467422,0.5365146707144535,313,38,2,0.937651786734389,80.07032608431501,0
user_0041,active,19,9.100449767101773,16,0,0.7937960683210302,0.5850911580096916,82,41,0,0.7283661505043619,92.58251869905524,0
user_0042,active,28,14.594346587884827,9,2,0.9106964639654049,0.6403660050208315,175,74,0,0.8903776579293681,81.63763221606914,0
user_0043,active,21,13.113097700563294,12,1,0.7388280606839881,0.8567587635107107,223,25,0,0.721209428521298,94.53238524754114,0
user_0044,active,15,18.564319623661,21,2,0.9176927972219912,0.7367554955285137,321,20,2,0.8204167469910288,73.2295656542789,0
user_0045,active,24,18.876252621136832,11,1,0.7724187865018006,0.5045414579069676,249,43,0,0.9056975879691732,86.04740799301543,0
user_0046,active,26,19.5460705816945,21,0,0.904009694866311,0.589438335407781,163,69,0,0.9424697066769097,61.51059691827017,0
user_0047,active,20,19.09571996268315,9,2,0.8433938930873266,0.5301738188359078,76,60,0,0.8739371722461542,75.90893726687206,0
user_0048,active,20,12.61042197655064,27,0,0.9203390195841872,0.8834809629631385,301,27,1,0.8139141881964282,81.70464092305379,0
user_0049,active,26,15.762180340024686,12,1,0.6802881609967324,0.6063751699856956,70,61,2,0.8745404285049363,78.76337282204422,0
user_0050,active,18,15.233382584279582,20,0,0.6466147938283123,0.5304801518396652,111,22,2,0.9297941379588899,62.896194701235714,0
user_0051,active,25,8.542624041274273,27,0,0.8721607993073289,0.6921480327465419,268,73,2,0.8485326788380337,73.33117998208576,0
user_0052,active,25,14.828977629988971,5,1,0.612887653672597,0.5535408475202532,340,30,0,0.8335865687573657,86.24687623144902,0
user_0053,active,21,17.227848982166126,9,1,0.897376586737094,0.5989392406972791,107,29,1,0.7628606098779496,69.6156128959068,0
user_0054,active,15,16.06040821287028,6,2,0.6397451572698701,0.7686292782371198,191,17,2,0.7769443099427623,88.57350073245718,0
user_0055,active,28,18.51984323190014,29,0,0.6469053299577242,0.5115130705253356,236,64,0,0.8598403392435605,88.17656336317766,0
user_0056,active,26,19.765552701108533,22,1,0.8228255125677989,0.7219262434168903,337,63,0,0.8959132531852857,73.87899738124446,0
user_0057,active,17,16.37170245792156,8,1,0.924305668806523,0.6968465172318152,98,50,1,0.8231545234982174,71.50630636006278,0
user_0058,active,25,8.910359937303967,29,2,0.6448160436352204,0.5607610774049178,37,28,0,0.9241971024765029,76.58865740920054,0
user_0059,active,16,15.223224746491523,23,2,0.8876267228955572,0.6380330511289547,199,37,0,0.8371788273018521,78.7048226306383,0
user_0060,active,28,12.371238332576905,18,1,0.8416381900202778,0.5157248559364396,278,74,0,0.8719461792740207,77.90799547415415,0
user_0061,active,27,8.031140292603759,8,0,0.6295809526882387,0.7389112329021722,209,41,2,0.7926180256978455,76.95830448168574,0
user_0062,active,21,14.375189047682408,6,0,0.6218194768789345,0.5590956367624906,36,23,2,0.9111101681584072,86.23656812030056,1
user_0063,active,16,13.368948401881456,7,2,0.6848646762721553,0.6076972923797523,57,25,2,0.7805197913957945,67.40068024487906,0
user_0064,active,26,10.798596938597615,17,0,0.8376858117005713,0.8156684954429354,138,43,2,0.8460498711785422,85.78878663882195,0
user_0065,active,22,13.179914554756152,23,1,0.6993215670295535,0.6452329185594541,311,55,2,0.7890241814744615,94.52803370775429,0
user_0066,active,15,8.090412357608898,25,1,0.7278748868859202,0.6951239203234951,360,44,2,0.7139133723392438,89.48099123543636,1
user_0067,active,29,12.924761923875938,8,2,0.9138135920409072,0.7303993671222639,104,32,2,0.9042680177373199,69.02659894657289,0
user_0068,active,17,17.85033767784023,6,2,0.7872628562157187,0.6906477936505648,202,60,0,0.7467609371393809,71.32877327414853,0
user_0069,active,15,16.834966204381857,16,2,0.8475305334755555,0.8071118005771356,67,51,1,0.7385906788185506,76.83990356491861,0
user_0070,active,15,12.430765778118754,28,1,0.7920110912783536,0.7195687919555909,42,54,1,0.7219670278106641,64.85886707047071,1
user_0071,active,23,15.14766488729413,28,1,0.744144319951544,0.6395473066171982,334,27,1,0.8864936313871795,74.2981402527571,0
user_0072,active,25,19.260085481852453,16,2,0.6232736935783721,0.7964482597160236,89,53,2,0.8988168279649725,67.05695620167106,0
user_0073,active,19,10.23685984145773,23,2,0.8218154973020619,0.8631464521850064,118,63,1,0.7981112768556589,88.5809803815052,0
user_0074,active,28,18.79600934350608,10,0,0.8616632830616879,0.7010881560369917,182,44,0,0.7978705275503755,78.61501178908608,1
user_0075,active,22,15.490855950967905,23,1,0.9289412432647163,0.7510832212285672,71,36,2,0.8550181889821283,78.67113821917125,0
user_0076,active,18,19.97231139108612,29,0,0.8474431614352106,0.8114287756203005,318,21,1,0.8785160205559035,77.28935204958019,0
user_0077,active,20,17.855087656064153,19,0,0.6446210318161938,0.6589149162241469,186,27,0,0.8215893704989019,74.31343119799226,0
user_0078,active,25,15.693771594623568,23,1,0.6881296706174335,0.6382783974015678,40,34,1,0.7568377457574967,74.8258901847169,0
user_0079,active,25,9.840216837392962,17,1,0.6352781110555602,0.6024062127414649,133,67,0,0.9306248452943239,84.75335220096895,0
user_0080,active,26,12.493224436645065,13,1,0.6270623729210755,0.5416987864207238,326,47,2,0.812709842851033,63.963331604426436,0
user_0081,active,28,10.235850553929449,27,0,0.7162512444292286,0.6245777056182564,178,74,0,0.8860624129608221,67.19529329314732,0
user_0082,active,24,12.00199006029373,24,0,0.9022313492145349,0.8691840927193939,239,50,1,0.9296136812348252,80.54738784477985,1
user_0083,active,25,9.6902842445576,28,0,0.7744287204588178,0.6675701798018192,190,73,0,0.8451470875695108,82.12925007718357,1
user_0084,active,19,14.18208418888175,21,0,0.6520319547135895,0.6658496494908095,92,58,0,0.7748989779416192,70.84779241940139,0
user_0085,active,17,10.518867117147028,23,1,0.6717988741687024,0.5762750882654666,315,32,2,0.716427159857088,87.14346658432537,0
user_0086,active,16,14.413470695086962,21,1,0.7739541820874372,0.8061425124264963,161,16,0,0.7188758409509722,86.36361772616078,0
user_0087,active,17,15.72799451886819,5,2,0.9426260024655864,0.8359155437826282,37,17,0,0.7554930404832373,68.0876178805825,0
user_0088,active,27,15.140587756405047,29,2,0.7993052312172251,0.8549841930054012,121,73,1,0.9013287418394762,94.6055073684405,0
user_0089,active,28,17.9626383748039,8,0,0.6493786470721997,0.6625569233094089,340,75,1,0.7032504808776839,62.992798579906385,0
user_0090,active,17,9.473322675952502,23,0,0.7474985927073743,0.85706868443079,332,21,2,0.7648558583578231,73.28923428585435,0
user_0091,active,26,17.967854078783,9,1,0.8708420831204691,0.6451031578663782,82,69,2,0.9371133267405392,86.72620279559163,0
user_0092,active,24,14.789319439598726,18,2,0.8799493395815603,0.6700854017876934,144,40,1,0.8854217360571663,84.45960486063166,0
user_0093,active,23,9.67227288887389,15,1,0.9445407632462433,0.7102760729210743,138,56,2,0.8707959641113703,88.79043565690858,0
user_0094,active,24,14.918197706171043,10,1,0.7939623008805277,0.7605681553407457,105,46,0,0.70274895716462,64.79099705240826,0
user_0095,active,20,16.78621494150875,6,0,0.8327628360911894,0.5701485114493798,202,36,1,0.8010953753872561,86.98189819724946,0
user_0096,active,16,9.995400425072953,15,0,0.6289795337737942,0.7412608437865553,311,44,0,0.9092697476757573,75.30176887250352,0
user_0097,active,25,11.5654605874781,7,1,0.7666176407696849,0.7654684661450593,275,46,0,0.8209387354831031,69.44689278372682,0
user_0098,active,17,15.140935168403058,15,0,0.7737281865204326,0.7387371395667557,230,42,1,0.7266495632834429,62.62982236075331,0
user_0099,active,23,16.459106596267436,12,1,0.7608885294663958,0.5303733641478489,258,66,2,0.7680362843074906,80.65807334041804,0
user_0100,active,26,17.689163021801136,21,0,0.8765047455771495,0.7762240929782562,332,37,1,0.9395426982509826,86.54373448809885,0
user_0101,active,15,15.905400400528608,26,1,0.9432018800629958,0.86134552505441,297,29,2,0.9469170019991617,93.04207688903146,1
user_0102,active,24,15.059165083639172,21,2,0.7945323035030128,0.6892840472325333,299,38,0,0.8827559178645703,66.74096597249707,0
user_0103,active,25,19.331197869361205,22,2,0.9017149278462597,0.8378197594140282,132,41,1,0.8490674696205132,68.0503093050696,0
user_0104,active,16,18.61998027827937,15,1,0.8536683700350665,0.526142536319577,44,64,0,0.8654137937701354,85.82495184172838,0
user_0105,active,27,15.390358258187655,6,2,0.7616799977014557,0.8961365253367108,280,39,0,0.7959909724799314,92.64064682988385,1
user_0106,active,28,12.208541785420522,21,0,0.6131588706221913,0.691912530742602,301,71,2,0.7995718459939088,63.20947672890006,0
user_0107,active,18,16.8509876190667,21,2,0.7635587682881784,0.6188011505819528,353,35,1,0.8472771336177236,69.70429759938708,0
user_0108,active,29,13.133277604830347,21,0,0.8378765489425744,0.5873015551460257,322,65,2,0.8471385572433113,94.38156802780286,0
user_0109,active,22,13.608818134998437,17,1,0.6584618811322263,0.8964674504547907,88,29,0,0.8624116622480921,81.27078782076006,0
user_0110,active,24,8.563344285773756,29,1,0.6128561780993147,0.8829081051933303,291,28,0,0.8574444807490382,67.57134080627938,0
user_0111,active,18,19.938893871757223,14,2,0.8653834664964319,0.7784082472215169,245,20,2,0.7561101429591651,67.83361651879181,0
user_0112,active,23,18.739057294734078,9,1,0.7601012342207976,0.6564679064321519,152,50,0,0.9221870199672443,93.44780243804138,0
user_0113,active,23,11.948616384438452,29,0,0.8573244290832085,0.6125563842310107,153,37,1,0.7649384459400815,85.31970397910047,0
user_0114,active,20,19.5454636711046,20,0,0.9130679758388236,0.8965901340580194,143,59,0,0.820146644331662,80.73427246308312,0
user_0115,active,22,15.945344121278776,12,2,0.902572508107572,0.7935639675814807,245,40,0,0.7393351649256314,65.61400368655252,0
user_0116,active,27,16.369657540031405,14,2,0.8446467583138556,0.5756886159140023,162,69,0,0.917960881936308,61.02365490620957,0
user_0117,active,24,17.8393630088972,25,1,0.9180454582442787,0.5004480445920438,287,37,0,0.826866933440209,60.223505510089176,0
user_0118,active,28,11.917202918039516,13,0,0.6405453498730902,0.6506781447947195,192,75,1,0.7708357370663954,60.64497015583761,0
user_0119,active,16,12.102465992464232,19,1,0.8637945919176817,0.8155227927482978,271,19,2,0.741594396733068,86.98445023862475,0
user_0120,active,20,12.15059668343548,28,2,0.8983451307195267,0.8960593491002589,204,48,2,0.732521560032658,86.5392118575158,1
user_0121,active,25,17.858155368889292,19,2,0.8865749751749827,0.6010034998753528,55,58,1,0.817134854192146,93.05062722352405,0
user_0122,active,23,9.96348585430003,27,0,0.842788779023521,0.5883078451155042,159,69,1,0.7575134207578584,64.59672942432823,0
user_0123,active,28,9.812694701370802,25,2,0.7469045609241428,0.7554103790656342,291,46,0,0.8105746905952276,70.91831966732957,0
user_0124,active,20,10.759455270693035,7,0,0.8280833888815597,0.6474105374895045,300,63,2,0.9420483569786804,66.49339304960924,0
user_0125,active,19,9.843896457933353,18,1,0.8663583968300496,0.7504881286525662,210,42,1,0.8541625786301845,87.87880518416617,0
user_0126,active,28,15.179927181469123,16,0,0.6701836543451178,0.6966378186965747,348,49,1,0.7814813659880187,80.65923786099678,0
user_0127,active,27,9.79496771201079,25,1,0.8381598192257638,0.6582180335519875,124,64,2,0.8737454715316356,90.10428390162215,0
user_0128,active,22,16.691423697516942,23,0,0.6847157555518846,0.8946650373068585,189,36,1,0.8545389335795297,84.58627396904365,0
user_0129,active,16,11.917535698927903,6,0,0.6307532747006916,0.6402507724836723,106,41,1,0.7805236755548338,94.2113235210175,0
user_0130,active,24,17.607040389308995,6,1,0.6586189037906743,0.5418271361337601,346,26,2,0.7078965362064105,92.76742861852915,1
user_0131,active,23,16.508726233410997,12,1,0.8188566310748817,0.813369090376646,140,29,2,0.9237041640151319,79.16573316538077,0
user_0132,active,24,13.770845977387818,13,1,0.7535125257713384,0.7899306239496233,41,46,0,0.8198197321440718,81.5509707679785,0
user_0133,active,28,12.042749501253283,12,0,0.8763944774998677,0.7634831102003505,336,71,1,0.7052152848228845,82.86420567330656,0
user_0134,active,22,19.697517945761398,7,1,0.741141476393341,0.5882244499689293,236,54,2,0.815655739184829,90.38953768929332,0
user_0135,active,27,18.15494350422859,9,1,0.9456773473076202,0.516043676564993,206,58,0,0.8096538547973976,85.38401811452978,0
user_0136,active,16,15.172682783070371,8,1,0.8292532685912379,0.896853326536269,215,27,2,0.8557416458908707,82.10460770323822,0
user_0137,active,17,17.312002484425154,8,1,0.6628890881045847,0.595017329969551,363,18,2,0.8032577936619242,62.41964751653168,0
user_0138,active,20,18.448998815270137,19,1,0.7801860738753915,0.6436933477599063,159,58,1,0.8630308113826094,70.92518198437566,0
user_0139,active,17,15.880839974495506,5,0,0.6829597499879176,0.5938696153046205,39,19,1,0.7424394762718851,78.19208819946061,0
user_0140,active,28,9.74907881893702,9,2,0.9320041741980017,0.6010111128301677,313,70,0,0.7891830132600004,78.67291738548934,0
user_0141,active,22,17.668041835400636,19,2,0.7953490873578519,0.715962335800885,363,23,0,0.832792382000258,92.78119923032365,1
user_0142,active,21,10.69641412367216,9,0,0.6309944544781345,0.5413235828496062,208,34,1,0.7993447471161002,76.79639785572256,0
user_0143,active,28,19.421741425078867,22,0,0.9037714030820077,0.6818959422535437,207,50,1,0.7349128136890781,61.04907564554373,0
user_0144,active,16,10.42224142547538,27,1,0.6659221793179605,0.7923317899483506,186,47,1,0.9170355635943763,66.20024263065851,0
user_0145,active,21,19.743575448806364,15,1,0.6061305968017218,0.5976589161689497,55,28,2,0.8426524366597073,61.06354708938929,0
user_0146,active,28,19.02413356392205,5,2,0.9293063747183227,0.8307355534847509,333,32,0,0.7266482575769977,83.02458566110626,0
user_0147,active,20,11.817338643417434,5,0,0.9476679280755199,0.800971105046229,274,32,2,0.8846123023128316,90.74804464554717,0
user_0148,active,28,19.108097970568544,23,1,0.9154814773559554,0.851156463616531,308,46,0,0.9044585540437553,64.2073169379713,0
user_0149,active,23,11.940574734620974,5,1,0.7386604420632393,0.7781868826759448,345,51,0,0.8491213687463554,79.09904109734157,0
user_0150,active,20,8.878351085221324,7,1,0.8249015891315163,0.8037377311691465,294,22,0,0.9158334123929562,78.16786247976763,0
user_0151,active,19,17.765195459835038,29,0,0.7395879733139151,0.7320689476909329,329,54,2,0.7985913309545876,79.22949834506586,0
user_0152,active,26,19.466284351459215,17,0,0.6685222949892411,0.5030251499912568,332,40,0,0.863673270357837,73.30260781280218,0
user_0153,active,27,12.219472246875613,6,1,0.7700551157152139,0.6027106270882032,81,72,2,0.9324014693554973,78.6291074668664,0
user_0154,active,24,15.324005399731021,22,1,0.6954184002567367,0.6654196406101406,292,54,1,0.8999452738560054,66.46047953379616,0
user_0155,active,15,14.807746635546842,14,1,0.8820973924213054,0.7200906168625048,202,56,2,0.9378508355516642,81.0564137051216,0
user_0156,active,20,15.122462829477765,13,2,0.813843346097847,0.6644113879226818,154,61,0,0.7592176397436204,87.31839303353516,0
user_0157,active,17,18.21409113023325,11,1,0.8833354915189546,0.8066624540801623,271,21,2,0.7588088962004962,90.42408686278684,0
user_0158,active,19,9.148574666241942,20,0,0.824690025155143,0.7428376144355123,189,29,1,0.7642209619114286,82.12054201071464,1
user_0159,active,23,19.85342624257865,7,2,0.8433005939166578,0.6617275072417168,154,61,0,0.8731090378310924,94.69395977957659,0
user_0160,active,17,15.238632922560466,10,1,0.9169336773153858,0.809049090979753,65,56,0,0.9235477186660295,66.715356365156,0
user_0161,active,25,12.122725697308447,11,0,0.7816709268178946,0.5270450254368859,34,68,2,0.8600420559570414,69.49016027750648,0
user_0162,active,17,14.395493438616024,7,1,0.8343204343193665,0.897655744488467,287,54,0,0.9488701226760642,75.62233229191747,0
user_0163,active,20,14.747561790534917,8,0,0.6613560298251808,0.7760019563282663,340,35,1,0.7241691124116798,75.76298276903648,0
user_0164,active,15,11.61023730023906,12,2,0.9245122368178084,0.5938568327421814,144,54,1,0.9481208755395938,92.44503387735034,0
user_0165,active,23,16.05870132335645,24,1,0.689966543251228,0.815160795316906,317,55,0,0.9065169075631321,87.3709830684635,0
user_0166,active,28,9.411788341682703,27,1,0.7195860756639223,0.6523638102043949,287,54,0,0.838450560178094,70.69335087303082,0
user_0167,active,21,19.308644229226797,22,2,0.6566174739732383,0.8145103827028378,172,42,0,0.7977606907645436,77.54035497137033,0
user_0168,active,20,17.809396501894298,7,1,0.9072910121557742,0.8472226760429802,163,22,2,0.7761697847745102,62.832174906793824,0
user_0169,active,16,9.845493796016374,7,1,0.9350630107631055,0.7292165715723398,295,40,1,0.7331311681854621,90.17050687954179,0
user_0170,active,28,9.670376295410358,20,1,0.8902663417994492,0.6270125791506949,54,40,0,0.7304404777813187,76.73819080668252,0
user_0171,active,29,19.557381339070087,16,0,0.9277572108592811,0.850442077039217,345,34,0,0.7044219524033143,81.08936073450027,0
user_0172,active,29,8.736195525328018,23,1,0.7609301483192621,0.5232655182021904,296,78,0,0.8548744378518969,70.40742668828936,0
user_0173,active,23,9.706992424246355,13,1,0.6928855932158681,0.5711065551404992,281,55,2,0.7572236512116534,68.14259384969384,0
user_0174,active,27,15.48675003549966,10,2,0.8535111143868315,0.8168374535042173,220,61,2,0.8313761554921599,76.85721962872017,0
user_0175,active,27,17.23165872369608,27,1,0.646831307697821,0.6674322486495741,259,41,0,0.8900724557805337,64.79883970051496,0
user_0176,active,15,11.882004738937685,22,0,0.9415558142185187,0.8206148447531958,202,46,0,0.7274340496693759,79.17858211407926,0
user_0177,active,18,11.19223133606457,25,1,0.6445199169406073,0.8458641568561671,141,35,2,0.7939720712864423,73.80666974995124,0
user_0178,active,19,19.47466628778738,21,0,0.6357523353801383,0.7634768584829774,158,20,0,0.769841928483679,92.56116096932382,0
user_0179,active,22,13.53772957549681,15,2,0.830773872772024,0.8580470962826146,229,70,2,0.9223477290322111,75.77168798554152,0
user_0180,active,19,16.849205224657826,5,2,0.8380797227229236,0.5166691602409537,116,61,0,0.7180210839996684,62.49398547178405,1
user_0181,active,19,14.102951473370942,12,1,0.7616814278348345,0.8966353635481097,240,25,2,0.7462988919668669,66.09382673669295,1
user_0182,active,28,17.96641347685808,12,1,0.6073307363608195,0.5328686669905709,249,44,2,0.8956212311409845,67.97448461400884,0
user_0183,active,29,10.46824714634666,21,1,0.6912496549719708,0.527701722514344,246,78,1,0.8996785479136435,70.24877128453376,0
user_0184,active,20,13.83218603573048,20,1,0.64483351122817,0.6353070023977994,212,28,0,0.7939982224853278,79.25321791603545,0
user_0185,active,16,19.316910052936493,24,0,0.8365937964552244,0.6984191354719547,142,36,2,0.8678637337236608,71.09228670707307,0
user_0186,active,26,19.027118403674653,22,0,0.8642646750611973,0.684215798909656,331,65,1,0.8941118616249311,82.9656643188375,0
user_0187,active,20,17.038248030960833,29,1,0.7888446771734268,0.7911788706922973,287,48,0,0.8814949774963239,88.62248654499308,0
user_0188,active,17,9.808113292518529,16,0,0.7446957572533415,0.803274004430615,213,19,2,0.7264826781396232,65.30492800556857,1
user_0189,active,26,15.635496247750977,9,2,0.6562968608852111,0.7232169300595868,101,26,0,0.9203626949187553,69.72657340371038,0
user_0190,active,24,15.890723753336276,29,1,0.8598218177003782,0.8260473537921471,248,50,1,0.7888461421714348,87.4327124569889,0
user_0191,active,20,18.176573493569265,26,0,0.603861064991863,0.7998181937875553,49,30,2,0.9104925928741772,76.4611668935625,0
user_0192,active,24,12.41971436608218,8,1,0.9101685231627761,0.7372177336747137,322,61,0,0.7004699708812276,66.24304045075654,1
user_0193,active,28,12.26591612529629,29,0,0.6325467239380962,0.7352809067793562,33,56,1,0.8808511914030716,63.64480752721006,0
user_0194,active,18,14.727921132994052,28,1,0.8097791379820268,0.7408582576209924,217,36,0,0.8591226627622884,65.21499076522352,0
user_0195,active,26,17.418763725337612,10,0,0.8760152376353423,0.7069076225766437,202,61,1,0.7820481884023278,75.19067781608564,1
user_0196,active,18,8.75050672276842,19,2,0.8567655405148094,0.6197774041967546,190,34,1,0.8590443411770581,87.49780663280812,0
user_0197,active,20,19.893517181855643,15,2,0.8001552949295152,0.7351077443448792,90,29,1,0.7413235277425436,84.50881858055823,0
user_0198,active,20,11.276849719673748,21,2,0.7045539507560705,0.8762716980461362,64,65,1,0.9181825626211504,89.4676748377133,0
user_0199,active,15,13.222164791064282,9,1,0.8209097260848472,0.5199368111131766,324,64,2,0.8092126756537948,85.53278800283388,0
user_0200,active,20,10.702684427221877,16,0,0.862981280110166,0.7627820625068558,65,40,1,0.7706864223946904,61.560821793053655,1
user_0201,active,21,10.963745588863997,18,1,0.6951824041450209,0.8037593049671855,135,45,0,0.7670347550238783,65.47336315412068,0
user_0202,active,25,8.751838441464255,15,0,0.721072156625593,0.6260758084389436,36,30,2,0.7591960773278463,85.63570561433315,0
user_0203,active,22,14.722018201542102,11,0,0.6182902577501083,0.6675173276296645,171,58,1,0.9448877100954391,65.0737775332936,0
user_0204,active,19,14.783963054859319,23,2,0.940201865371038,0.7434109090785866,190,68,0,0.7563292324878087,68.78383314691042,0
user_0205,active,21,14.541266339128397,28,0,0.6795933235514826,0.6615911505306193,72,61,2,0.8769587743074421,79.02383760699261,1
user_0206,active,20,18.16302473706272,14,0,0.6493358696326192,0.765675165802167,86,21,1,0.8155738902501517,74.4117939554578,0
user_0207,active,20,11.487050717676262,19,1,0.8822412660314938,0.6836959510387832,221,68,2,0.9180339250056191,79.06967156795804,0
user_0208,active,18,14.232630314047249,28,0,0.8308702782381597,0.5646479245143485,299,44,0,0.8128098360452469,94.47463796493062,0
user_0209,active,29,14.630163377392702,28,1,0.720282117413186,0.6129723594746047,71,63,1,0.7929831669792162,75.8093886731089,0
user_0210,active,25,17.30734221110393,23,2,0.6713182606946911,0.7093318524778965,326,60,0,0.8586456043875759,87.92699558655629,0
user_0211,active,28,14.396346406953679,14,1,0.877641472653389,0.6267046708270106,288,54,1,0.7422135516694215,77.74678863529044,0
user_0212,active,21,10.210698070856314,9,2,0.7096066981860488,0.8194373089531005,275,39,0,0.9009008838603838,77.68223707518234,0
user_0213,active,29,13.824307797918646,25,0,0.8538149418095867,0.6292044793544855,131,59,2,0.7405583514456198,60.441263199151564,0
user_0214,active,15,8.352369909228708,24,1,0.6734135316892884,0.651610850487639,256,42,0,0.7741224453208287,92.13727998679713,0
user_0215,active,26,11.772201358204981,15,1,0.887572914198665,0.6837060788692856,242,49,1,0.9048137762178652,90.79376698830933,0
